sample_id,WAFER_ID,STAGE,cohort,split,group_id,condition,route,machine,start,end,p3_cpp,p3_first,excluded_extreme,phase_fallback
6e12493812a5f565ce96,-4230160598,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481805836.333,481806198.0,298,0.0,False,False
2be9803bbdbf02137071,-4230160594,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481859080.667,481859449.0,304,0.0,False,False
0d912928e6272614a0c1,-4230160436,B,training,train,CMP-training-014.csv,Cond2,456,2,482141791.0,482142175.667,336,0.0,False,False
768ed3716ed800b36423,-4230160428,A,training,test,CMP-training-020.csv,Cond1,456,2,482430691.333,482431049.667,381,0.0,False,False
116b8abb85ea208280a5,-4230160424,A,training,test,CMP-training-020.csv,Cond1,456,2,482345133.333,482345495.333,360,0.0,False,False
0e3a81eb0cb986226385,-4230160424,B,training,test,CMP-training-020.csv,Cond2,456,2,482381855.333,482382217.333,371,0.0,False,False
04afdd1c439211c8389d,-4230160416,B,training,train,CMP-training-014.csv,Cond2,456,2,482164854.333,482165236.667,340,1.0,False,False
4da37b8285072d5fce8e,-4230160408,A,training,test,CMP-training-020.csv,Cond1,456,2,482350570.0,482350934.667,362,0.0,False,False
733faafbe969be847e96,-4230160408,B,training,test,CMP-training-020.csv,Cond2,456,2,482383129.333,482383497.333,372,0.0,False,False
bccda63c87bec0a47d9c,-4228160702,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481793143.0,481793503.0,294,1.0,False,False
faf9b118b6bb6efefe7e,-4228160702,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481871532.667,481871905.667,307,0.0,False,False
cffaf60b05aca089e80d,-4228160698,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481943405.0,481943779.333,318,1.0,False,False
6d54594b80801a7f0163,-4228160694,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481858881.667,481859250.667,304,1.0,False,False
3abcf2a307208ba996a4,-4228160690,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481768159.0,481768613.0,291,0.0,False,False
35ebfd06335c31593335,-4228160690,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481795242.333,481795615.333,294,0.0,False,False
aabfebf8e14b506d8151,-4228160686,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481809026.333,481809394.0,300,1.0,False,False
a977f34f9236cdacff16,-4228160686,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481859461.667,481859832.667,304,0.0,False,False
351473c7e4037343d255,-4228160682,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481793863.0,481794234.0,294,0.0,False,False
eaa7a669dfe8f22214a4,-4228160678,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481794851.0,481795217.333,294,0.0,False,False
d0e1b9e587a5a312fad4,-4228160670,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481813433.333,481813791.333,301,0.0,False,False
d2d996299d0391e7d6fc,-4228160670,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481868673.333,481869045.333,306,1.0,False,False
69608816b1a4f857c209,-4228160662,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481809224.0,481809586.0,300,0.0,False,False
e987ea7f07fb8a25b0dd,-4228160662,B,training,calibration,CMP-training-000.csv,Cond2,456,2,482001539.333,482001907.333,327,1.0,False,False
8a0ffc2f2fee8840281a,-4228160658,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481907439.333,481907792.333,310,0.0,False,False
abd2d498ddc961fb5dc1,-4228160658,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481948238.667,481948607.667,319,1.0,False,False
36c33a438518ee36f0ea,-4228160642,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481813238.333,481813602.333,301,1.0,False,False
3e8fc3c783193cad51dd,-4228160642,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481859661.667,481860040.0,304,0.0,False,False
8b02b17c76920c23a405,-4228160608,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481777785.333,481778151.667,293,0.0,False,False
b886a352d8b662dc1118,-4228160604,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481750382.0,481750755.333,289,0.0,False,False
e1d70ef84f51e97ba0b7,-4228160600,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481732741.667,481733100.333,285,0.0,False,False
d8d132b69ad481892b4a,-4228160600,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481757343.333,481757709.333,290,0.0,False,False
06c4e2ce0edf6cb6963e,-4228160596,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481732545.333,481732909.333,285,0.0,False,False
8a0e21deec15547d6452,-4228160596,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481767958.0,481768519.0,291,0.0,False,False
1202e8a96e82096f8f00,-4228160580,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481734905.333,481735276.333,285,0.0,False,False
5967fa72261c0fd8db68,-4228160580,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481767353.667,481767728.0,291,1.0,False,False
d7436ce2f1d8c85543ee,-4226160424,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481698999.667,481699360.667,277,0.0,False,False
1d00227e7a238234e187,-4226160424,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481741434.333,481741820.333,287,1.0,False,False
7961971dc74deb9a0ca0,-4226160416,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481734523.333,481734877.333,285,0.0,False,True
5fe6dba94c362366a1f5,-4226160416,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481767557.0,481767928.0,291,0.0,False,False
3b03297e1603ab9b5488,-4226160408,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481770924.667,481771740.333,292,1.0,False,False
5b1b682b0465237b3156,-4226160404,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481747927.0,481748298.0,288,1.0,False,False
992be32d31162a019ccb,-4226160396,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481731974.0,481732335.0,285,1.0,False,False
9b4c85f86c219eb6cf56,-4226160396,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481757157.667,481757512.0,290,0.0,False,True
68495d6c21e8fa63fb20,-4224160702,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481707945.0,481708309.333,280,0.0,False,False
6242717d11439aa52fa0,-4224160694,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481663515.667,481663885.667,269,0.0,False,False
f762b66e2365dad1ec3b,-4224160694,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481701519.667,481701886.0,278,0.0,False,False
7f904efd7bcecf749eaa,-4224160690,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481664113.667,481664483.667,269,0.0,False,False
8d5b52254a54ef95fcae,-4224160690,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481700906.0,481701288.667,278,0.0,False,False
0dcde823a8ec97462306,-4224160662,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481716938.333,481717297.667,282,0.0,False,False
aacc07fb34b57f2be4b7,-4224160662,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481771127.0,481771836.0,292,0.0,False,False
54ea818ed17d5c548e38,-4224160654,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481732164.0,481732522.0,285,0.0,False,False
fd8805cdd710fc87a674,-4224160650,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481701322.0,481701692.333,278,0.0,False,False
aa833edfcfe52111805a,-4224160650,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481749482.0,481749862.0,289,0.0,False,False
a9bcbd71b5af4b4cbfaf,-4224160646,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481692872.667,481693234.0,276,1.0,False,True
dde928a156646f905507,-4224160600,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481637828.333,481638184.667,266,1.0,False,False
d526e090eb99bb64a8e6,-4224160600,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481673940.667,481674317.667,273,0.0,False,False
a5e6e66b9b2c6cb855ef,-4224160592,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481674149.333,481674521.667,273,0.0,False,False
44e52ff08d7fb0d81b3c,-4224160584,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481635534.333,481635901.667,265,1.0,False,False
92ab94f2d7cb1cf50313,-4224160580,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481635733.333,481636100.333,265,0.0,False,False
b138af2c252c3f59740c,-4222160606,B,training,train,CMP-training-014.csv,Cond2,456,2,482153871.0,482154262.333,338,0.0,False,False
7ecd59b97bf6a9ca99f7,-4222160590,B,training,train,CMP-training-029.csv,Cond2,456,2,482540251.333,482540623.333,397,1.0,False,False
81bbf59aff29dd99a51d,-4222160582,B,training,train,CMP-training-014.csv,Cond2,456,2,482132840.667,482133218.0,334,0.0,False,False
0a2c26346b639a082c05,-4222160578,B,training,train,CMP-training-014.csv,Cond2,456,2,482191507.0,482191873.0,343,0.0,False,False
14da02e0a2f258f43603,-4222160448,A,training,train,CMP-training-014.csv,Cond1,456,2,482154670.333,482155040.0,338,0.0,False,False
3841eeb50e1c679c03fa,-4222160432,B,training,train,CMP-training-014.csv,Cond2,456,2,482178962.0,482179333.0,341,1.0,False,False
77daff006f1cea9002a0,-4222160428,A,training,train,CMP-training-014.csv,Cond1,456,2,482121956.333,482122326.333,330,0.0,False,False
d4f5c7dae132fc849ba7,-4222160428,B,training,train,CMP-training-014.csv,Cond2,456,2,482165258.333,482165625.667,340,0.0,False,False
1857a1493ada7d76bed0,-4222160420,A,training,train,CMP-training-014.csv,Cond1,456,2,482121754.0,482122125.333,330,1.0,False,False
92d8fe506f357432916d,-4222160392,A,training,train,CMP-training-014.csv,Cond1,456,2,482122156.0,482122525.333,330,0.0,False,False
e846bea1cb1c675637b1,-4220160702,A,training,test,CMP-training-020.csv,Cond1,456,2,482321106.0,482321462.333,355,1.0,False,False
da664178fb95e3ac7ac5,-4220160702,B,training,test,CMP-training-020.csv,Cond2,456,2,482362507.333,482362873.0,366,1.0,False,False
ba50cafcb4b9a7822c89,-4220160694,A,training,test,CMP-training-020.csv,Cond1,456,2,482347092.0,482347451.0,361,1.0,False,False
a27f65a9d51515d62208,-4220160686,B,training,test,CMP-training-020.csv,Cond2,456,2,482314482.0,482314846.0,354,1.0,False,False
2d9caeef18825482c0b3,-4220160682,B,training,train,CMP-training-014.csv,Cond2,456,2,482157722.333,482158099.333,339,0.0,False,False
85614a746352d5cd2a3e,-4220160678,B,training,train,CMP-training-014.csv,Cond2,456,2,482165655.333,482166024.667,340,0.0,False,False
8d15b2de5138dd86be60,-4220160674,A,training,train,CMP-training-014.csv,Cond1,456,2,482123177.0,482123543.0,330,0.0,False,False
f134708f5da7f0cd73a9,-4220160650,A,training,train,CMP-training-059.csv,Cond1,456,2,483462545.667,483462914.0,496,1.0,False,False
453e03f583f92e4e3248,-4220160646,A,training,test,CMP-training-020.csv,Cond1,456,2,482463961.667,482464322.0,385,0.0,False,False
186c9d4e7c876c1ae049,-4220160646,B,training,test,CMP-training-020.csv,Cond2,456,2,482644025.667,482644387.667,409,0.0,False,False
74051d2f391a63f8431a,-4220160604,A,training,train,CMP-training-014.csv,Cond1,456,2,482154872.0,482155239.667,338,0.0,False,False
28b351aaa3c696b0d7d9,-4220160604,B,training,train,CMP-training-014.csv,Cond2,456,2,482191113.333,482191482.0,343,0.0,False,False
ef0ce55340eae7563b1c,-4216160702,A,training,train,CMP-training-013.csv,Cond1,456,2,482011960.667,482012330.333,328,0.0,False,False
3c31cc18b1eeb62ef763,-4216160694,A,training,train,CMP-training-013.csv,Cond1,456,2,482012162.333,482012532.333,328,0.0,False,False
7540e22cad3ceb061079,-4216160690,B,training,train,CMP-training-014.csv,Cond2,456,2,482126742.333,482127124.333,331,1.0,False,False
8c13374f71f9648f9867,-4216160670,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481938760.333,481939129.0,317,0.0,False,False
5e5d579570007a23d7eb,-4216160670,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481985637.0,481986010.0,324,0.0,False,False
d7d7474c81d8e5810c15,-4216160666,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481906464.0,481906824.333,310,0.0,False,False
4907a2a11e59261d4b86,-4216160662,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481925572.0,481925944.0,315,1.0,False,False
eb66e937c4abfef983d0,-4216160658,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481951771.667,481952143.667,320,0.0,False,False
e559fce816f947034c61,-4216160650,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481952369.0,481952733.667,320,0.0,False,False
126cd89115fe38621500,-4216160646,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481987307.0,481987679.667,324,0.0,False,False
3e5745badbe990ad0b06,-4216160642,A,training,train,CMP-training-013.csv,Cond1,456,2,482011756.333,482012130.333,328,0.0,False,False
041d6559d0ccd87a01af,-4216160640,A,training,test,CMP-training-020.csv,Cond1,456,2,482357475.0,482357832.0,364,0.0,False,False
07c601a6147558842993,-4216160640,B,training,test,CMP-training-020.csv,Cond2,456,2,482409552.0,482409912.0,374,0.0,False,False
9a132ed310956d20af13,-4216160624,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481912384.333,481912749.333,311,0.0,False,False
b389505019dd9940d414,-4216160624,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481957469.333,481957839.0,321,0.0,False,False
ee7dfee081c5d9ca41cd,-4210160444,A,training,test,CMP-training-020.csv,Cond1,456,2,482312584.667,482312948.667,353,1.0,False,False
d6ba91dec59bc6c291ca,-4210160444,B,training,test,CMP-training-020.csv,Cond2,456,2,482356900.0,482357265.0,364,1.0,False,False
58d2128e80e980fb65f7,-4208160362,A,training,train,CMP-training-018.csv,Cond1,456,2,482222435.0,482222787.333,346,1.0,False,False
250617e7063072619ee0,-4141512120,A,training,test,CMP-training-020.csv,Cond1,456,2,482375990.0,482376351.0,369,0.0,False,False
6b51cf40fe5ba0e98675,-4141512120,B,training,test,CMP-training-020.csv,Cond2,456,2,482415285.333,482415654.0,377,0.0,False,False
ad1002f388a918ae688b,-4141512112,B,training,train,CMP-training-014.csv,Cond2,456,2,482200309.667,482200661.333,344,1.0,False,False
7752a6a5d7d821afe1dc,-4141512104,B,training,test,CMP-training-020.csv,Cond2,456,2,482415089.0,482415454.0,377,1.0,False,False
1ce3c6b2e7021b990226,-4141512096,A,training,test,CMP-training-020.csv,Cond1,456,2,482658568.333,482658939.333,414,1.0,False,False
aa7f2e6d6f77a19fcff1,-4141512096,B,training,test,CMP-training-020.csv,Cond2,456,2,482698187.667,482698569.333,420,1.0,False,False
8f2cee58894e52e1f320,-4141512092,B,training,test,CMP-training-020.csv,Cond2,456,2,482659155.333,482659520.667,414,0.0,False,False
dfaae2fe4fd0f12fb599,-4141512072,A,training,test,CMP-training-020.csv,Cond1,456,2,482622764.333,482623125.667,405,0.0,False,False
9fccd3a12bfc96e1651b,-4139512020,B,training,test,CMP-training-020.csv,Cond2,456,2,482706306.333,482706675.333,423,0.0,False,False
f4e15565b1481af0c236,-4139512004,A,training,test,CMP-training-020.csv,Cond1,456,2,482622187.0,482622550.0,405,0.0,False,False
ca583f0ad0211cd771a8,-4139512004,B,training,test,CMP-training-020.csv,Cond2,456,2,482659352.667,482659717.333,414,0.0,False,False
93b486b601f1d2b2546a,-4139511866,A,training,test,CMP-training-020.csv,Cond1,456,2,482648537.333,482648899.333,410,1.0,False,False
641fa945c9e4a10be8b1,-4139511854,A,training,test,CMP-training-020.csv,Cond1,456,2,482658960.333,482659326.333,414,0.0,False,False
c10d5eb3d1b7b7be8f66,-4139511854,B,training,test,CMP-training-020.csv,Cond2,456,2,482698588.333,482698951.333,420,0.0,False,False
87cb7176b9c6d517bfe6,-4139511850,A,training,test,CMP-training-020.csv,Cond1,456,2,482658765.667,482659131.333,414,0.0,False,False
1162bc74b96e937eb78d,-4139511850,B,training,test,CMP-training-020.csv,Cond2,456,2,482698395.333,482698759.333,420,0.0,False,False
065009dcf80d9db0c2c5,-4139511842,A,training,test,CMP-training-020.csv,Cond1,456,2,482622380.0,482622752.0,405,0.0,False,False
3f09e25ab98b92f5fd09,-4139511842,B,training,test,CMP-training-020.csv,Cond2,456,2,482655217.333,482655584.333,412,0.0,False,False
c99cc22411534299529e,-4139511834,B,training,test,CMP-training-020.csv,Cond2,456,2,482703482.667,482703838.333,422,0.0,False,True
868967d88bbe6de2936f,-4139511830,B,training,test,CMP-training-020.csv,Cond2,456,2,482700746.333,482701122.333,421,1.0,False,False
5915607beccd9fea86f9,-4139511826,A,training,test,CMP-training-020.csv,Cond1,456,2,482652448.333,482652809.333,411,0.0,False,False
5f85b3b53c1ea7b9caa7,-4139511826,B,training,test,CMP-training-020.csv,Cond2,456,2,482703194.333,482703564.667,422,0.0,False,False
f799f0e4bb0a091815b2,-4113511826,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481696803.667,481697173.333,277,0.0,False,False
3d8d5ab81cd414c139d6,-4113511826,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481741861.333,481742244.333,287,0.0,False,False
63f53d160afb7ded1c8e,-4113511822,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481718846.0,481719222.667,283,0.0,False,False
1138e94a205a683256cf,-4113511818,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481634409.667,481634783.667,264,1.0,False,False
deb8c56a8a065bc563f4,-4113511818,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481697606.667,481697988.333,277,0.0,False,False
369c1a3e76aa298f75dd,-4113511814,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481645403.0,481645772.667,267,0.0,False,False
bbab691563db880b1976,-4113511814,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481695467.333,481695856.333,277,1.0,False,False
cf79490e0df97330ab40,-4113511808,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481677313.667,481677676.0,274,0.0,False,False
db52fd4d3e5abf26f054,-4113511808,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481708138.0,481708513.333,280,0.0,False,False
c9df686eb8d8acd2012e,-4113511804,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481733253.333,481733620.667,285,0.0,False,False
71bb64b6261727ce389a,-4113511800,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481756099.333,481756475.333,290,0.0,False,False
832e2588b27dc2e612fc,-4113511796,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481662576.333,481662948.333,269,0.0,False,False
7d57d322a34aef2fef83,-4113511796,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481718639.667,481719018.0,283,0.0,False,False
50aa94e96643de7fceb8,-4113511792,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481671145.0,481671522.333,272,1.0,False,False
04322e7ae01b4680d35d,-4113511792,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481700345.0,481700724.333,278,1.0,False,False
9e55e27c51b3f1468e8b,-4113511784,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481718433.333,481718811.0,283,1.0,False,False
7bc16dc775f95f5d944e,-4113511780,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481634613.333,481634982.333,264,0.0,False,False
b3721b210ceb79b9df6d,-4113511764,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481737220.333,481737601.333,286,0.0,False,False
0678b9ab06824fc69616,-4113511756,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481681023.0,481681388.0,275,0.0,False,False
26fdf7a5d5011647b6ef,-4113511756,B,training,calibration,CMP-training-000.csv,Cond2,456,2,481721435.667,481721807.667,284,1.0,False,False
6420ef7bdddd242ad55b,-4113511752,A,training,calibration,CMP-training-000.csv,Cond1,456,2,481680230.0,481680604.0,275,1.0,False,False
